from,to,type
"/jolie/brincos/de-201-a-500?O=OrderByBestDiscountDESC&PS=50&map=c,c,priceFrom",/jolie/brincos,PERMANENT
"/joias/colares/Prata/Perola?PS=50&map=c,c,specificationFilter_24,specificationFilter_32",/joias/colares,PERMANENT
"/pingentes/l/diamantes/price:1,1000.html",/joias/pingentes,PERMANENT
/colecao-monaco-prata,/joias/colecao/monaco-prata,PERMANENT
"/joias/colares/401/de-201-a-500/Prata/215/P�rola?map=c,c,productClusterIds,priceFrom,specificationFilter_24,productClusterSearchableIds,specificationFilter_32&PS=54",/joias/colares,PERMANENT
/relogio-masculino-de-aco-sport-com-cronografo-e-taquimetro.html,/relogios/masculino,PERMANENT
/relogio-trend-dourado-pulseira-slim.html,/relogios,PERMANENT
/relogio-feminino-com-pulseira-branca-e-pedras-coloridas.html,/relogios,PERMANENT
"/joias/colares/monte-carlo/de-1001-a-2500/Perola?O=OrderByNameDESC&map=c,c,b,priceFrom,specificationFilter_32&PS=108",/joias/colares,PERMANENT
/colecao-vip,/joias/colecao/vip,PERMANENT
/love-2015-html/l/diamantes.html,/,PERMANENT
/anel-de-ouro-amarelo-18k-diamante-brilhante-topazio-azul-chance.html,/joias/aneis,PERMANENT
/pingente-nota-musical-ouro-amarelo-europeu.html,/joias/pingentes,PERMANENT
/sale?&utm_campaign=preview_sale_base_hp_28062022&utm_source=email,/sale,PERMANENT
/colecao-jolie%20trendy,/jolie/colecao/trendy,PERMANENT
/jolie/colares/de-0-a-70,/jolie/colares,PERMANENT
/anel-de-ouro-amarelo-18k-diamante-brilhante-madreperola-nina.html,/joias/aneis,PERMANENT
"/joias/colares/401/Prata/Perola?PS=27&map=c,c,productClusterIds,specificationFilter_24,specificationFilter_32&O=",/joias/colares,PERMANENT
/colecao-sunny,/joias/colecao/sunny,PERMANENT
"/joias/pingentes/de-5001-a-40000/Ouro Ros� 18k?O=OrderByBestDiscountDESC&PS=50&map=c,c,priceFrom,specificationFilter_25",/joias/pingentes,PERMANENT
"/joias/colares/de-0-a-200/215/Prata/P�rola/ouro amarelo 10k?O=OrderByTopSaleDESC&map=c,c,priceFrom,productClusterSearchableIds,specificationFilter_24,specificationFilter_32,ft&PS=81",/joias/colares,PERMANENT
/colecao-jolie-harry-potter,/jolie/colecao/harry-potter,PERMANENT
"/joias/colares/Prata/Perola/215/de-0-a-200?PS=27&map=c,c,specificationFilter_24,specificationFilter_32,productClusterSearchableIds,priceFrom&O=OrderByBestDiscountDESC",/joias/colares,PERMANENT
"/relogios-especial/l/feminino/price:2,300.html",/relogios/feminino,PERMANENT
/jolie-mistica,/jolie/colecao/mistica,PERMANENT
"/joias/colares/Ouro Amarelo 18k/215/de-501-a-1000/P�rola?O=OrderByPriceDESC&map=c,c,specificationFilter_24,productClusterSearchableIds,priceFrom,ft&PS=108",/joias/colares,PERMANENT
/joias/colecao/diesel,/relogios/diesel,PERMANENT
/relogio-feminino-bicolor-com-mostrador-de-acetato-e-pedras-no-aro.html,/relogios/feminino,PERMANENT
/brinco-de-prata-e-rodio-ametista-luxury.html,/joias/brincos,PERMANENT
/colecao-malha-especial,/joias/colecao/malha-especial,PERMANENT
/colecao-jolie-natureza,/jolie/colecao/natureza,PERMANENT
/relogio-monte-carlo-simples-feminino-grande-com-cor-rosa-com-indices-index-visor-de-cristal-mineral-caixa-de-metal-cor-da-caixa-rosa-pulseira-de-couro-com-cor-rosa-resist-ncia-3.html,/relogios/monte-carlo,PERMANENT
"/joias/colares/291/de-501-a-1000/P�rola/215/Ouro Amarelo 18k?O=OrderByPriceDESC&map=c,c,productClusterIds,priceFrom,specificationFilter_32,productClusterSearchableIds,specificationFilter_24&PS=81",/joias/colares,PERMANENT
/classicos-html.html,/,PERMANENT
/anel-de-ouro-amarelo-esmeralda.html,/joias/aneis,PERMANENT
/gargantilha-de-prata-com-quartzo-verde-talisma-dmc-v13ga,/joias/colares,PERMANENT
/especial-colares-html.html,/joias/colares,PERMANENT
/pingente-waves-ouro-amarelo-18k-com-diamantes.html,/joias/pingentes,PERMANENT
"/joias/colares/Ouro Amarelo 18k/215/Diamante/de-501-a-1000/Perola?PS=50&map=c,c,specificationFilter_24,productClusterSearchableIds,specificationFilter_32,priceFrom,ft&O=OrderByNameDESC",/joias/colares,PERMANENT
/colecao-casablanca,/joias/colecao/casablanca,PERMANENT
"https://www.montecarlo.com.br/brincos/4179?initialMap=productClusterIds&initialQuery=4179&map=category-2,productClusterIds",/off,PERMANENT
"/joias/colares/256/Perola/Prata/de-201-a-500?PS=50&map=c,c,productClusterIds,specificationFilter_32,specificationFilter_24,priceFrom&O=OrderByBestDiscountDESC",/joias/colares,PERMANENT
/anel-geometric-de-ouro-amarelo-18k-rodio-com-diamantes-e-cristal-de-quartzo.html,/joias/aneis,PERMANENT
/colecao-florence,/joias/colecao/florence,PERMANENT
/colecao-momentos,/joias/colecao/momentos,PERMANENT
"/acessorios/cachecol-e-xale/168?O=OrderByBestDiscountDESC&map=c,c,productClusterSearchableIds",/acessorios/cachecol-e-xale,PERMANENT
/colecao-love-beats,/joias/colecao/love-beats,PERMANENT
"/relogios/euro/de-101-a-200?O=OrderByNameDESC&PS=30&map=c,c,priceFrom",/relogios/euro,PERMANENT
/glass-glow-rosa-----jolie-glass-pgh3000-glow-ro,/jolie/charms,PERMANENT
"/integracao/11/aneis?PS=50&map=c,specificationFilter_42,ft&O=OrderByReleaseDateDESC",/joias/aneis,PERMANENT
/pulseira-rigida-----jolie-basicos-pu-hc008-7,/jolie/pulseiras,PERMANENT
"/relogios/monte-carlo/de-101-a-200/Euro?PS=30&map=c,b,priceFrom,specificationFilter_45&O=OrderByBestDiscountDESC",/relogios/monte-carlo,PERMANENT
/colecao-jolie%20pulseira,/jolie/colecao/pulseiras,PERMANENT
"/joias/colares/Perola/Prata/de-0-a-200/215/Perola?O=OrderByBestDiscountDESC&PS=50&map=c,c,specificationFilter_32,specificationFilter_24,priceFrom,productClusterSearchableIds,ft",/joias/colares,PERMANENT
/anel-de-prata-com-zirconias-swarovski-bloom.html,/joias/aneis,PERMANENT
/relogio-sport-multifuncao-com-caixa-de-aco-prateada-e-pulseira-de-silicone-preta.html,/relogios,PERMANENT
/colares/monte-carlo,/joias/colares,PERMANENT
"/joias/colares/215/Prata/Perola/de-0-a-200?PS=15&map=c,c,productClusterSearchableIds,specificationFilter_24,specificationFilter_32,priceFrom&O=",/joias/colares,PERMANENT
"/aliancas/Diamante/25?PS=50&map=c,specificationFilter_29,specificationFilter_21",/aliancas/alianca,PERMANENT
/relogio-de-aco-dourado-mc4028-gg-br/undefined?PS=27&O=OrderByReleaseDateDESC,/relogios,PERMANENT
"/pingentes/de-1001-a-2500/Diamante?PS=45&map=c,priceFrom,specificationFilter_33",/joias/pingentes,PERMANENT
"/presentes-mundo-mc-html/l/ouro-amarelo-10k/price:1,500/21.html",/,PERMANENT
/charm-cruz-----jolie-fe-e-sorte-pg2036-cruz,/jolie/charms,PERMANENT
/joias/pulseiras/224,/joias/pulseiras,PERMANENT
/colecao-monaco,/joias/colecao/monaco,PERMANENT
/colecao-jolie-space-jam,/jolie/colecao/space-jam,PERMANENT
/guia-de-presentes/joias-em-prata,/off,PERMANENT
/pingente-biquini-de-ouro-amarelo-europeu.html,/joias/pingentes,PERMANENT
/colecao-fe-prata,/joias/colecao/fe-prata,PERMANENT
"/joias/colares/215/Perola/de-0-a-200/Prata?PS=15&map=c,c,productClusterSearchableIds,specificationFilter_32,priceFrom,specificationFilter_24&O=OrderByReviewRateDESC",/joias/colares,PERMANENT
/pulseira-love-laranja,/joias/pulseiras,PERMANENT
/brinco-de-ouro-amarelo-10k-topazio-incolor-soul.html,/joias/brincos,PERMANENT
/colecao-conexao,/joias/colecao/conexao,PERMANENT
"/pulseiras/Prata?PS=15&map=c,specificationFilter_26",/joias/pulseiras,PERMANENT
/pingente-menino-de-ouro-amarelo-18k-rodio-e-diamante.html,/joias/pingentes,PERMANENT
"/relogios/Masculino/pulseira de aco?PS=15&map=c,specificationFilter_43,ft",/relogios,PERMANENT
"/aneis/monte-carlo/10/Prata/215?PS=30&map=c,b,specificationFilter_19,specificationFilter_20,productClusterSearchableIds",/joias/aneis,PERMANENT
/colecao-mediterr�neo,/joias/colecao/mediterr�neo,PERMANENT
/pingente-bicicleta-de-ouro-amarelo-europeu.html,/joias/pingentes,PERMANENT
/pingentes-de-prata-jolie-manekineko.html,/jolie/charms,PERMANENT
"/joias/colares/157/Ouro Amarelo 18k/Pedra Colorida/de-0-a-200?PS=15&map=c,c,productClusterIds,specificationFilter_24,specificationFilter_32,priceFrom",/joias/colares,PERMANENT
"/joias/colares/monte-carlo/215/Ouro Amarelo 18k/de-501-a-1000/Diamante?O=OrderByPriceDESC&map=c,c,b,productClusterSearchableIds,specificationFilter_24,priceFrom,specificationFilter_32&PS=81",/joias/colares,PERMANENT
/presentes-classicos-html.html,/,PERMANENT
"/joias/colares/249/de-501-a-1000/Diamante/Ouro Amarelo 18k?O=OrderByNameASC&map=c,c,productClusterIds,priceFrom,specificationFilter_32,specificationFilter_24&PS=81",/joias/colares,PERMANENT
/anel-em-ouro-amarelo-18k-aurea-nl637,/joias/aneis,PERMANENT
/aliancas/alianca,/alianca,PERMANENT
/pingente-de-ouro-amarelo-18k-e-rodio-negro-rubi-fatima.html,/joias/pingentes,PERMANENT
"/relogios/de-2501-a-5000?PS=10&map=c,priceFrom",/relogios,PERMANENT
/joias/colecao/baby,/joias/colecao/infantil,PERMANENT
/relogio-elegance-de-aco-prata-com-pulseira-slim.html,/relogios,PERMANENT
/anel-de-ouro-amarelo-18k-cristal-de-quartzo-1-no-total-lapidac-o-gota.html,/joias/aneis,PERMANENT
/brinco-em-prata-com-topazio-swarovski---exotic-lag136061b-rx,/joias/brincos,PERMANENT
/joias/colares/ouro%20branco%2018k,/joias/colares,PERMANENT
"/joias/colares/Prata/Perola/de-0-a-200?O=OrderByPriceASC&PS=36&map=c,c,specificationFilter_24,specificationFilter_32,priceFrom",/joias/colares,PERMANENT
/relogio-de-aco-prateado-com-mostrador-de-madreperola-rosa.html,/relogios,PERMANENT
/pingente-boca-de-ouro-amarelo-18k-com-diamante.html,/joias/pingentes,PERMANENT
/jolie-gloss,/jolie/colecao/gloss,PERMANENT
"/aneis/Prata/de-1001-a-2500?PS=30&map=c,specificationFilter_20,priceFrom",/joias/aneis,PERMANENT
"/joias/colares/monte-carlo/Ouro Amarelo 18k/Diamante/de-501-a-1000/215/p�rola?O=OrderByReviewRateDESC&PS=27&map=c,c,b,specificationFilter_24,specificationFilter_32,priceFrom,productClusterSearchableIds,ft",/joias/colares,PERMANENT
/colecao-brave,/joias/colecao/brave,PERMANENT
"/joias/colares/Diamante/Ouro Amarelo 18k/215/de-0-a-200/khloe?O=OrderByNameASC&PS=27&map=c,c,specificationFilter_32,specificationFilter_24,productClusterSearchableIds,priceFrom,ft",/joias/colares,PERMANENT
/jolie-sky,/jolie/colecao/sky,PERMANENT
/pingente-encantada-ouro-amarelo-18k-ametista.html,/joias/pingentes,PERMANENT
/colecao-jolie-estelar,/jolie/colecao/estelar,PERMANENT
/pingente-praia-de-ouro-amarelo-europeu.html,/joias/pingentes,PERMANENT
"/joias/colares/256/Diamante/de-501-a-1000/215?O=OrderByReviewRateDESC&PS=27&map=c,c,productClusterIds,specificationFilter_32,priceFrom,productClusterSearchableIds",/joias/colares,PERMANENT
/relogio-feminino-medio-rose-pulseira-couro-marrom.html,/relogios,PERMANENT
"https://www.montecarlo.com.br/relogios/calvin-klein?map=category-1,category-2",/relogios/calvin-klein,PERMANENT
/pingente-em-ouro-branco-18k---meus-amores-eesp00243-separador,/joias/pingentes,PERMANENT
/colar-de-prata-de-prata-e-rodio-zirconia-2-no-total-lapidac-o-redonda-pedra-sintetica-1-no-total-lapidac-o-gota.html,/joias/colares,PERMANENT
/busca?fq=H:3595,/,PERMANENT
/colecao-veneza-2,/joias/colecao/veneza-2,PERMANENT
/colecao-mosaico,/joias/colecao/mosaico,PERMANENT
/pingente-em-ouro-amarelo-18k-com-diamante-encantada-mc0004,/joias/pingentes,PERMANENT
/brinco-argola-de-ouro-amarelo-18k.html,/joias/brincos,PERMANENT
/relogio-caixa-aco-dourada-pulseira-couro-marrom-cronografo.html,/relogios,PERMANENT
/alianca-feminina-anatomica-em-ouro-branco-18k-com-diamante-nim018436/p,/AliancaETERNO---NIM018436/p,PERMANENT
/brinco-em-ouro-amarelo-18k-esferas-br-003-bola-5mm,/joias/brincos,PERMANENT
/colecao-jolie-rose,/jolie/colecao/rose,PERMANENT
https://www.montecarlo.com.br/relogios/natan,/,PERMANENT
/colecao-everyday-diamonds,/joias/colecao/everyday-diamonds,PERMANENT
/colecao-fantastic,/joias/colecao/fantastic,PERMANENT
"/joias/colares/de-501-a-1000/Perola?PS=30&map=c,c,priceFrom,specificationFilter_32&O=OrderByBestDiscountDESC",/joias/colares,PERMANENT
"/joias/colares/372/215/de-0-a-200/Prata/Perola?O=OrderByReviewRateDESC&map=c,c,productClusterIds,productClusterSearchableIds,priceFrom,specificationFilter_24,specificationFilter_32&PS=108",/joias/colares,PERMANENT
"/aliancas/de-501-a-1000/27?PS=50&map=c,priceFrom,specificationFilter_21",/aliancas/alianca,PERMANENT
/relogio-casual-feminino-com-pulseira-de-couro-bege-com-estampa-pasley.html,/relogios,PERMANENT
/anel-de-prata-de-prata-e-rodio.html,/joias/aneis,PERMANENT
/black-weekend-relogios-html.html,/relogios,PERMANENT
/colecao-jardim,/joias/colecao/jardim,PERMANENT
"/joias/colares/Perola/215/de-1001-a-2500?O=OrderByReleaseDateDESC&map=c,c,specificationFilter_32,productClusterSearchableIds,priceFrom&PS=108",/joias/colares,PERMANENT
"/aneis/Ouro Amarelo 18k/de-201-a-500/15?PS=15&map=c,specificationFilter_20,priceFrom,specificationFilter_19",/joias/aneis,PERMANENT
/brinco-de-ouro-amarelo-18k-esmeralda-liz.html,/joias/brincos,PERMANENT
/brinco-oriens-flor-de-ouro-amarelo-18k-com-diamantes-e-rubi.html,/joias/brincos,PERMANENT
/corrente-de-prata---60cm-c-0331.0806-60,/joias/colares,PERMANENT
/catalogsearch/result/index//l/1223/1217.html/?genero=1230&q=p�rola,/,PERMANENT
/especial-noivas,/casamento,PERMANENT
/pingente-em-ouro-amarelo-18k---wish-pi-445,/joias/pingentes,PERMANENT
"/prasiolita.html?utm_source=banner_prasiolita10,08&utm_medium=banner_2.3&utm_campaign=banner_prasiolita10,08",/joias,PERMANENT
/joias/colecao/infinito,/aliancas/colecao/infinito,PERMANENT
"/joias/colares/de-1001-a-2500/Perola?O=OrderByBestDiscountDESC&PS=36&map=c,c,priceFrom,specificationFilter_32",/joias/colares,PERMANENT
/joias/rosas,/joias,PERMANENT
/jolie/monte-carlo/215?PS=15,/jolie,PERMANENT
/anel-chance-de-ouro-amarelo-18k-com-topazio-azul.html,/joias/aneis,PERMANENT
"/joias/colares/304/215/P�rola/de-1001-a-2500?PS=50&map=c,c,productClusterIds,productClusterSearchableIds,specificationFilter_32,priceFrom&O=OrderByNameDESC",/joias/colares,PERMANENT
/jolie-friends,/jolie/colecao/friends,PERMANENT
/pingentes-de-prata-e-murano-borbulhas-rosas-jolie.html,/jolie/charms,PERMANENT
/home,/,PERMANENT
/aliancas/alianca-de-bodas/de-2501-a-5000,/aliancas,PERMANENT
/datalogger?ft=datalogger,/,PERMANENT
"/joias/colares/Ouro Branco 18k/de-201-a-500?map=c,c,specificationFilter_24,priceFrom&PS=108",/joias/colares,PERMANENT
"/joias/colares/304/Ouro Amarelo 18k/Diamante/de-501-a-1000/215?PS=15&map=c,c,productClusterIds,specificationFilter_24,specificationFilter_32,priceFrom,productClusterSearchableIds&O=",/joias/colares,PERMANENT
/relogio-monte-carlo-simples-feminino-medio-com-cor-preto-com-indices-mistos-visor-de-cristal-mineral-caixa-de-metal-cor-da-caixa-prateada-pulseira-de-couro-com-cor-preto-resist-ncia-3-20652.html,/relogios/monte-carlo,PERMANENT
"/acessorios/cachecol-e-xale/169/Cachecol/esqui?map=c,c,productClusterSearchableIds,specificationFilter_20,ft",/acessorios/cachecol-e-xale,PERMANENT
/off-ate-50-relogios/l/feminino.html,/relogios,PERMANENT
"/joias/colares/401/de-0-a-200/215/Prata/Pedra Colorida?map=c,c,productClusterIds,priceFrom,productClusterSearchableIds,specificationFilter_24,specificationFilter_32&PS=108",/joias/colares,PERMANENT
/anel-de-ouro-amarelo-com-topazioazul-e-topazios.html,/joias/aneis,PERMANENT
/brinco-em-ouro-rosa-18k-com-quartzo-incolor-supreme-vip-dv2670br-or,/joias/brincos,PERMANENT
/pulseira-de-ouro-amarelo-18k-18419.html,/joias/pulseiras,PERMANENT
/colecao-selaria,/joias/colecao/selaria,PERMANENT
/colecao-renda,/joias/colecao/renda,PERMANENT
"/aliancas/25/Ouro Amarelo 18k/de-2501-a-5000/ouro amarelo 18k?O=OrderByPriceASC&PS=50&map=c,specificationFilter_21,specificationFilter_22,priceFrom,ft",/aliancas/alianca,PERMANENT
/colecao-stripes,/joias/colecao/stripes,PERMANENT
"/aneis/12?map=c,specificationFilter_19&PS=30",/joias/aneis,PERMANENT
/jolie-todos,/jolie/d,PERMANENT
/pingente-menina-de-ouro-amarelo-18k-e-rodio-diamante.html,/joias/pingentes,PERMANENT
"/joias/colares/Perola/215/de-501-a-1000?O=OrderByTopSaleDESC&map=c,c,specificationFilter_32,productClusterSearchableIds,priceFrom&PS=81",/joias/colares,PERMANENT
/anel-de-prata-com-ametistas-prasiolitas-e-iolitas.html,/joias/aneis,PERMANENT
/anel-de-ouro-branco-18k-com-pave-de-diamantes-21598.html,/joias/aneis,PERMANENT
/anel-de-ouro-amarelo-perola-akoya.html,/joias/aneis,PERMANENT
/busca?PS=27&map=c%2CproductClusterIds%2CspecificationFilter_135&uam=true&mobile=4&,/,PERMANENT
/pulseira-rigida-----jolie-basicos-pu-hc008-55,/jolie/pulseiras,PERMANENT
/colecao-armani-exchange,/joias/colecao/armani-exchange,PERMANENT
https://www.montecarlo.com.br/alian�a,/aliancas,PERMANENT
/joias/colares/de-501-a-1000/P�rola/undefined?PS=27&O=OrderByReleaseDateDESC,/joias/colares,PERMANENT
/colecao-harmony,/joias/colecao/harmony,PERMANENT
/colecao-jolie-smiley-world,/jolie/colecao/smiley-world,PERMANENT
/colecao-emotions,/joias/colecao/emotions,PERMANENT
/colecao-champagne,/joias/colecao/champagne,PERMANENT
/brinco-luxury-de-prata-com-topazio-azul.html,/joias/brincos,PERMANENT
"/lancamentos-relogios/l/feminino/price:1,500.html",/relogios/feminino,PERMANENT
/casamento/aneis-de-noivado/forever?fq=H:3260&O=OrderByReleaseDateDESC,/casamento,PERMANENT
"/joias/colares/291/Ouro Amarelo 18k/215/P�rola/de-501-a-1000?O=OrderByReviewRateDESC&PS=50&map=c,c,productClusterIds,specificationFilter_24,productClusterSearchableIds,specificationFilter_32,priceFrom",/joias/colares,PERMANENT
/brinco-luxury-de-prata-com-ametista.html,/joias/brincos,PERMANENT
/colar-happiness-de-ouro-amarelo-10k-com-diamante.html,/joias/colares,PERMANENT
/colecao-dance,/joias/colecao/dance,PERMANENT
/joias/colecao/eterno,/aliancas/colecao/eterno,PERMANENT
/pulseira-de-ouro-amarelo-18k-23094.html,/joias/pulseiras,PERMANENT
/corrente-de-ouro-amarelo-18k-70141.html,/joias/colares,PERMANENT
/colecao-jolie-murano,/jolie/colecao/murano,PERMANENT
/relogios/armani-exchange/199/outras pulseiras,/relogios/armani-exchange,PERMANENT
"/joias/colares/147/Perola/de-0-a-200/Prata?PS=50&map=c,c,productClusterIds,specificationFilter_32,priceFrom,specificationFilter_24?PS=27&O=OrderByReleaseDateDESC",/joias/colares,PERMANENT
/pingente-em-ouro-amarelo-18k-com-diamante---everyday-diamonds-emc1597mbe/undefined?PS=27&O=OrderByReleaseDateDESC,/joias/pingentes,PERMANENT
"/joias/colares/401/Prata/Diamante/de-0-a-200?O=OrderByNameASC&map=c,c,productClusterIds,specificationFilter_24,specificationFilter_32,priceFrom&PS=54",/joias/colares,PERMANENT
/relogio-dourado-com-pulseira-de-couro-bege-e-mostrador-degrade.html,/relogios,PERMANENT
/charm-drink-----jolie-hobbies-pgh0134-drink,/jolie/charms,PERMANENT
"/joias/colares/291/Perola/215?O=OrderByPriceDESC&map=c,c,productClusterIds,specificationFilter_32,productClusterSearchableIds&PS=108",/joias/colares,PERMANENT
"/joias/colares/215/de-501-a-1000/Diamante?PS=24&map=c,c,productClusterSearchableIds,priceFrom,specificationFilter_32&O=OrderByBestDiscountDESC",/joias/colares,PERMANENT
/anel-de-ouro-amarelo-18k-com-safiras-da-colecao-sofia.html,/joias/aneis,PERMANENT
/colar-precious-prata-com-gota.html,/joias/colares,PERMANENT
"/relogios/monte-carlo/de-201-a-500/Pulseira de couro/Feminino/couro?PS=15&map=c,c,priceFrom,specificationFilter_40,specificationFilter_43,ft&O=",/relogios/monte-carlo,PERMANENT
"/joias/colares/398/Perola/215/de-201-a-500?PS=50&map=c,c,productClusterIds,specificationFilter_32,productClusterSearchableIds,priceFrom&O=OrderByPriceASC",/joias/colares,PERMANENT
/relogio-technos-os20hp-8a,/relogios/technos,PERMANENT
"/integracao/20/aneis?PS=27&map=c,specificationFilter_42,ft?PS=27&O=OrderByReleaseDateDESC",/joias/aneis,PERMANENT
/brinco-de-prata-com-perola-e-iolita-turmalina-rosa-e-peridoto.html,/joias/brincos,PERMANENT
/relogio-monte-carlo-simples-feminino-medio-com-cor-cinza-com-indices-dot-visor-de-cristal-mineral-caixa-de-metal-cor-da-caixa-prateada-pulseira-de-aco-com-cor-prateada-resist-ncia-3.html,/relogios/monte-carlo,PERMANENT
/anel-off-borboleta-de-ouro-amarelo-18k-com-diamantes.html,/joias/aneis,PERMANENT
/colecao-via%20lactea,joias/colecao/via-lactea,PERMANENT
https://www.montecarlo.com.br/brincobotanica---nim019852/p,/,PERMANENT
/joias/aneis/2212,/joias/aneis,PERMANENT
/anel-de-prata-de-prata-e-rodio-zirconia-1-no-total-lapidac-o-redonda-21848.html,/joias/aneis,PERMANENT
/anel-vintage-de-ouro-amarelo-18k-com-diamantes.html,/joias/aneis,PERMANENT
"/aliancas/8/alianca?PS=27&map=c,specificationFilter_21,ft?PS=27&O=OrderByReleaseDateDESC",/aliancas,PERMANENT
/colecao-tropical,/joias/colecao/tropical,PERMANENT
"/relogios/monte-carlo/monte-carlo/de-101-a-200/Monte Carlo/215/ouro?PS=50&map=c,c,b,priceFrom,specificationFilter_45,productClusterSearchableIds,ft&O=OrderByReleaseDateDESC",/relogios/monte-carlo,PERMANENT
/colecao-afrika,/joias/colecao/afrika,PERMANENT
/joliebyy...,/jolie,PERMANENT
"/brincos/Ouro Amarelo 18k/tag?PS=15&map=c,specificationFilter_23,ft",/joias/brincos,PERMANENT
/relogio-monte-carlo-multifunc-o-feminino-medio-com-cor-preto-com-indices-index-visor-de-cristal-mineral-caixa-de-metal-cor-da-caixa-prateada-pulseira-de-aco-com-cor-prateada-resist-ncia-3.html,/relogios/monte-carlo,PERMANENT
/pulseira-de-ouro-amarelo-10k-17395.html,/joias/pulseiras,PERMANENT
/pingentes-de-prata-jolie-trevo.html,/jolie/charms,PERMANENT
/relogio-casual-prateado-com-pulseira-de-aco-prateada.html,/relogios,PERMANENT
/anel-de-prata-de-prata-e-rodio-quartzo-negro-1-no-total-diamante-ice-2-no-total-lapidac-o-redonda.html,/joias/aneis,PERMANENT
"/joias/colares/291/215/P�rola/Ouro Amarelo 18k/de-501-a-1000?PS=15&map=c,c,productClusterIds,productClusterSearchableIds,specificationFilter_32,specificationFilter_24,priceFrom&O=OrderByPriceASC",/joias/colares,PERMANENT
/joias/colecao/luz,/aliancas/colecao/luz,PERMANENT
/relogio-prateado-com-pulseira-de-malha-com-mostrador-azul.html,/relogios,PERMANENT
/anel-de-ouro-rosa-18k-coracao-liz.html,/joias/aneis,PERMANENT
/brinco-em-ouro-rosa-18k-com-quartzo-incolor-supreme-vip-dmc670br-or/undefined?PS=27&O=OrderByReleaseDateDESC,/joias/brincos,PERMANENT
/colecao-jolie-temporario,/jolie/colecao/temporario,PERMANENT
/pingentes-de-prata---jolie-resorte-25270-n.senhora,/jolie/charms,PERMANENT
/bazar-brincos-html.html,/joias/brincos,PERMANENT
/colecao-oculos%20monte%20carlo,/acessorios/oculos-de-sol,PERMANENT
"/joias/colares/de-5001-a-40000/Ouro Amarelo 18k/Diamante?PS=27&map=c,c,priceFrom,specificationFilter_24,specificationFilter_32?PS=27&O=OrderByReleaseDateDESC",/joias/colares,PERMANENT
"https://www.montecarlo.com.br/relogios/emporio-armani?map=category-1,category-2",/relogios/emporio-armani,PERMANENT
/relogio-monte-carlo-amc1521-ss-cz,/relogios/monte-carlo,PERMANENT
/gargantilha-em-ouro-amarelo-18k-com-diamante---flirt-emc2378mga/undefined?PS=27&O=OrderByReleaseDateDESC,/joias/colares,PERMANENT
/pingentes-de-prata-de-prata-23167.html,/joias/pingentes,PERMANENT
/brinco-chance-de-ouro-amarelo-18k-gota-de-topazio-azul.html,/joias/brincos,PERMANENT
"/aneis/12?PS=15&map=c,specificationFilter_19&O=OrderByPriceASC",/joias/aneis,PERMANENT
/pingente-de-ouro-amarelo-10k-17370.html,/joias/pingentes,PERMANENT
/colecao-jolie-carioquices,/jolie/colecao/carioquices,PERMANENT
/glass-oceano-----jolie-glass-pghg048-facet-az/p,/,PERMANENT
"/relogios/monte-carlo/Seculus/de-201-a-500/Masculino/masculino?PS=50&map=c,b,specificationFilter_45,priceFrom,specificationFilter_43,ft&O=OrderByBestDiscountDESC",/relogios/monte-carlo,PERMANENT
/jolie-fun,/jolie/colecao/fun,PERMANENT
/carteiras,/acessorios/carteiras,PERMANENT
"/aliancas/Ouro Amarelo 18k/15/diamante?PS=30&map=c,specificationFilter_22,specificationFilter_21,ft",/aliancas/alianca,PERMANENT
"/joias/aneis/Pedra Colorida/luxury?PS=50&map=c,c,specificationFilter_30,ft",/joias,PERMANENT
/brinco-oriens-de-ouro-amarelo-18k-com-esmeraldas-navete-e-diamantes.html,/joias/brincos,PERMANENT
"/joias/colares/395/Perola/215/de-201-a-500?PS=50&map=c,c,productClusterIds,specificationFilter_32,productClusterSearchableIds,priceFrom&O=OrderByPriceDESC",/joias/colares,PERMANENT
/relogio-fossil--fs5213-1pn,/relogios/fossil,PERMANENT
"/joias/colares/P�rola/Ouro Amarelo 18k?map=c,c,specificationFilter_32,specificationFilter_24&PS=81",/joias/colares,PERMANENT
/relogio-trend-caixa-rose-pulseira-de-metal-e-couro-marrom.html,/relogios,PERMANENT
/brinco-chance-de-ouro-18k-com-topazios-azuis.html,/joias/brincos,PERMANENT
"/jolie/monte-carlo/Pingentes/Momentos/de-70-a-200?O=OrderByNameDESC&PS=50&map=c,b,specificationFilter_38,specificationFilter_39,priceFrom",/jolie,PERMANENT
/colecao-riviera,/joias/colecao/riviera,PERMANENT
/pingente-de-ouro-amarelo-10k-e-rodio.html,/joias/pingentes,PERMANENT
/pingente-de-ouro-amarelo-18k-diamante-brilhante-perola-akoya-lady.html,/joias/pingentes,PERMANENT
/colares/perola?PS=15,/joias/colares,PERMANENT
"/joias/colares/Diamante/de-501-a-1000/Perola?O=OrderByNameASC&PS=27&map=c,c,specificationFilter_32,priceFrom,ft",/joias/colares,PERMANENT
"/joias/colares/de-0-a-200/Diamante/lady?PS=15&map=c,c,priceFrom,specificationFilter_32,ft&O=",/joias/colares,PERMANENT
/brinco-de-prata-topazio-azul-perola-biwa-belle.html,/joias/brincos,PERMANENT
/joias/pedra colorida/luxury,/joias,PERMANENT
/colecao-jolie-sunshine,/jolie/colecao/sunshine,PERMANENT
/colecao-gothic,/joias/colecao/gothic,PERMANENT
